,predicted
2019-02-28,0.018131837248802185
2019-03-31,0.019317230209708214
2019-04-30,0.020334893837571144
2019-05-31,0.019918330013751984
2019-06-30,0.01914166286587715
2019-07-31,0.019328759983181953
2019-08-31,0.020126493647694588
2019-09-30,0.01848381757736206
2019-10-31,0.01840948313474655
2019-11-30,0.019057923927903175
2019-12-31,0.019308071583509445
2020-01-31,0.019130444154143333
