,predicted
2019-02-28,0.013333644717931747
2019-03-31,0.0136000607162714
2019-04-30,0.013208204880356789
2019-05-31,0.01413554698228836
2019-06-30,0.0145599115639925
2019-07-31,0.015079201199114323
2019-08-31,0.015452426858246326
2019-09-30,0.016474861651659012
2019-10-31,0.015926625579595566
2019-11-30,0.01690204255282879
2019-12-31,0.017309237271547318
2020-01-31,0.01755390502512455
