,forecast error
2019-02-28,0.002305885516594039
2019-03-31,0.0022728775819047184
2019-04-30,-1.6321742108502818e-05
2019-05-31,4.732432286516999e-05
2019-06-30,0.0016252190232357647
2019-07-31,0.0018001716941675808
2019-08-31,0.006585843666489611
2019-09-30,-0.00033169289723988457
2019-10-31,-0.0006104919342570965
2019-11-30,-0.0020327822240465074
2019-12-31,-0.007882144970896593
2020-01-31,-0.011128793948288244
