,forecast error
2019-02-28,0.000452398073987708
2019-03-31,0.0009030549926986771
2019-04-30,0.0006036450347009399
2019-05-31,0.00141451810552096
2019-06-30,-0.0003027189352362257
2019-07-31,-0.0003753106108951923
2019-08-31,-0.0020986738640956133
2019-09-30,-0.0020840188352335316
2019-10-31,-0.0015037760754583844
2019-11-30,-0.0016492844295898576
2019-12-31,-0.0011636726512070233
2020-01-31,-0.0017708306342720352
