,forecast error
2019-02-28,-0.0016725245975835398
2019-03-31,-0.003009894340048308
2019-04-30,-0.007713309380700278
2019-05-31,-0.005831245689408071
2019-06-30,-0.001889041870862411
2019-07-31,-0.0007728053186372916
2019-08-31,0.005621484075209834
2019-09-30,0.006689339229397892
2019-10-31,0.0064287170697274396
2019-11-30,0.007895304030613604
2019-12-31,0.00808809510589658
2020-01-31,0.00418208535858481
