,predicted
2019-02-28,0.02757447212934494
2019-03-31,0.02754146419465542
2019-04-30,0.028318870812654495
2019-05-31,0.02735520899295807
2019-06-30,0.026886673644185066
2019-07-31,0.027061626315116882
2019-08-31,0.02878071367740631
2019-09-30,0.025935666635632515
2019-10-31,0.026683134958148003
2019-11-30,0.027317488566040993
2019-12-31,0.026609735563397408
2020-01-31,0.027501054108142853
