,predicted
2019-02-28,0.03773023188114166
2019-03-31,0.037031885236501694
2019-04-30,0.03642122447490692
2019-05-31,0.03698868677020073
2019-06-30,0.03758242726325989
2019-07-31,0.037040576338768005
2019-08-31,0.037245891988277435
2019-09-30,0.03666446730494499
2019-10-31,0.03662390634417534
2019-11-30,0.0376402772963047
2019-12-31,0.036373864859342575
2020-01-31,0.03656560555100441
