,predicted
2019-02-28,0.02129991538822651
2019-03-31,0.021373620256781578
2019-04-30,0.02145460434257984
2019-05-31,0.02141786366701126
2019-06-30,0.021074630320072174
2019-07-31,0.021667946130037308
2019-08-31,0.02159690670669079
2019-09-30,0.02141118235886097
2019-10-31,0.021639706566929817
2019-11-30,0.02152327075600624
2019-12-31,0.021322153508663177
2020-01-31,0.020910562947392464
