,forecast error
2019-02-28,0.004022661419279984
2019-03-31,0.004834337519194813
2019-04-30,0.0041323130672208455
2019-05-31,0.007061877621291884
2019-06-30,0.006978326636511552
2019-07-31,0.008144803176394454
2019-08-31,0.009241222479213787
2019-09-30,0.00964361386832002
2019-10-31,0.01064491258259936
2019-11-30,0.010143046627289596
2019-12-31,0.006136261180663646
2020-01-31,0.005484470677302934
